id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
157706025,96907962-4730-457d-b775-477a93dc5ef3,2023-04-25 23:38:28,2023-04-25,2023-04-26 06:38:28 UTC,Tijuana,2636796,joelguerrero,Joel Hernández-Guerrero,2023-04-29 18:18:11 UTC,2023-08-30 22:07:41 UTC,research,,https://www.inaturalist.org/observations/157706025,https://static.inaturalist.org/photos/272635075/medium.jpeg,,"",,2,0,false,2,"22905 B.C., México",31.1182595997,-115.9736201,,,,,,,open,false,gps,gps,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
158796972,edd73484-40be-40b0-8423-fd34df52cb2e,2023-04-29 15:17:49,2023-04-29,2023-04-29 22:17:49 UTC,Pacific Time (US & Canada),1484398,mphay,Mierlia Phay,2023-05-01 19:10:44 UTC,2023-05-07 04:52:29 UTC,research,,https://www.inaturalist.org/observations/158796972,https://static.inaturalist.org/photos/274387097/medium.jpeg,,"",Arroyo toad ,2,0,false,2,"California, US",33.3426090755,-117.3472169594,,,,,28984,,obscured,true,gps,gps,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
159693870,1675d24e-5578-46c9-b4e8-71c393042eec,2023/04/24 10:41 AM,2023-04-24,2023-04-24 17:41:00 UTC,Tijuana,5280833,brennoodle,,2023-05-04 17:37:57 UTC,2023-05-05 00:08:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/159693870,https://inaturalist-open-data.s3.amazonaws.com/photos/275896255/medium.jpg,,"",,1,0,false,,"San Quintín, B.C., Mexico",30.777486,-115.91893,1,,,,1,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
159693872,e5dcc267-b9a7-4f39-a5af-ad89c47ea55e,2023/04/24 10:48 AM,2023-04-24,2023-04-24 17:48:00 UTC,Tijuana,5280833,brennoodle,,2023-05-04 17:37:58 UTC,2023-06-16 17:11:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/159693872,https://inaturalist-open-data.s3.amazonaws.com/photos/275896972/medium.jpg,,"",,1,0,false,,"San Quintín, B.C., Mexico",30.778297,-115.918093,1,,,,1,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
159958818,0c5a04a6-4733-43df-b189-b972b720b2a5,2023/04/30 8:33 PM,2023-04-30,2023-05-01 03:33:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2023-05-05 22:30:46 UTC,2023-05-06 17:56:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/159958818,https://inaturalist-open-data.s3.amazonaws.com/photos/276386005/medium.jpeg,,"",,1,0,false,,"San Quintín, B.C., México",30.9718416667,-115.7422638889,73,,,,73,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
159971844,c92b501f-35be-4fe6-9580-66e02a2b20c0,2023/05/01 9:38 PM,2023-05-01,2023-05-02 04:38:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2023-05-05 23:45:49 UTC,2023-05-12 02:24:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/159971844,https://inaturalist-open-data.s3.amazonaws.com/photos/276411538/medium.jpeg,,"",,1,0,false,,"San Quintín, B.C., México",30.9717111111,-115.7435305556,8,,,,8,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
160015957,b50f02e6-aa8f-457c-955f-54edd2c8018c,2023-05-02 12:37:13-07:00,2023-05-02,2023-05-02 19:37:13 UTC,Tijuana,23646,annyperalta,Anny Peralta,2023-05-06 05:24:55 UTC,2024-08-30 15:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/160015957,https://inaturalist-open-data.s3.amazonaws.com/photos/276495255/medium.jpg,,"","",2,0,false,3,"Ensenada, Baja California, MX",31.0422721667,-115.73278,57,,,,57,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
160082721,94df048d-7e54-4d94-873e-9b1bff280de9,2023-05-05 20:37:40-07:00,2023-05-05,2023-05-06 03:37:40 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-06 14:52:50 UTC,2023-05-12 18:23:43 UTC,research,,https://www.inaturalist.org/observations/160082721,https://static.inaturalist.org/photos/276610273/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.4198569725,-116.95649689,4,,,,28957,obscured,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
160096613,9a827be3-9fd2-46c6-bca3-bebe8fb3a522,2023-05-01 21:51:59-07:00,2023-05-01,2023-05-02 04:51:59 UTC,Tijuana,4146845,datafoya2314,,2023-05-06 16:01:19 UTC,2023-05-07 15:31:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/160096613,https://inaturalist-open-data.s3.amazonaws.com/photos/276634101/medium.jpg,,"","",1,0,false,3,"Rancho Meling, Ensenada, Baja California, MX",30.971695,-115.7435833333,3,,,,3,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
160105367,1742f43e-2e7a-4389-9160-1762e977233c,2023-05-02 12:07:23-07:00,2023-05-02,2023-05-02 19:07:23 UTC,Tijuana,4146845,datafoya2314,,2023-05-06 16:43:28 UTC,2023-05-09 17:36:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/160105367,https://inaturalist-open-data.s3.amazonaws.com/photos/276650107/medium.jpg,,"","",1,0,false,3,"Ensenada, Baja California, MX",31.0418695,-115.7336283333,4,,,,4,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
160207061,d56d0f05-6cca-4e49-903e-68ecf0a339e6,2023-05-04 21:45:00-07:00,2023-05-04,2023-05-05 04:45:00 UTC,Tijuana,4146845,datafoya2314,,2023-05-07 00:55:07 UTC,2023-05-07 23:49:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/160207061,https://inaturalist-open-data.s3.amazonaws.com/photos/276832416/medium.jpg,,"","",1,0,false,3,"Ensenada, Baja California, MX",30.9713633333,-115.7426616667,13,,,,13,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161079283,c4024879-9972-4d5f-8d83-c41d766fb190,2023-04-29 16:32:01-07:00,2023-04-29,2023-04-29 23:32:01 UTC,Pacific Time (US & Canada),6825571,daisy_chiu,Daisy Chiu,2023-05-11 14:45:08 UTC,2023-05-15 16:57:45 UTC,research,,https://www.inaturalist.org/observations/161079283,https://static.inaturalist.org/photos/278399284/medium.jpg,,"","",1,0,false,3,"California, US",33.3964020599,-117.2072591126,3,,,,28984,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161269917,356e1d6c-d126-4eeb-8064-a2e05167f470,2023-05-11 21:05:32-07:00,2023-05-11,2023-05-12 04:05:32 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-12 18:17:05 UTC,2023-05-12 20:35:15 UTC,research,,https://www.inaturalist.org/observations/161269917,https://static.inaturalist.org/photos/278739757/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.4903536415,-116.9627965356,4,,,,28957,obscured,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161270071,fc611aba-52ae-4954-bbd4-42c483b1354a,2023-05-11 21:00:19-07:00,2023-05-11,2023-05-12 04:00:19 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-12 18:17:55 UTC,2023-05-12 20:34:58 UTC,research,,https://www.inaturalist.org/observations/161270071,https://static.inaturalist.org/photos/278740059/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.4047656884,-116.8219902674,4,,,,28957,obscured,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161350086,c927aebc-0ba0-4cdc-9e31-19af2de3da68,2023-05-12 21:04:58-07:00,2023-05-12,2023-05-13 04:04:58 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-13 04:49:59 UTC,2023-06-30 16:38:53 UTC,research,,https://www.inaturalist.org/observations/161350086,https://static.inaturalist.org/photos/278888209/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.4705054856,-116.8451773672,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161350144,81626cd4-e6da-42d7-87d9-715e37aa9df9,2023-05-12 20:58:21-07:00,2023-05-12,2023-05-13 03:58:21 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-13 04:50:42 UTC,2023-06-30 16:41:18 UTC,research,,https://www.inaturalist.org/observations/161350144,https://static.inaturalist.org/photos/278888302/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.4361670154,-116.8457292235,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161350242,6642e927-4b27-4b8d-bbcc-cab1cd0dab26,2023-05-12 20:57:26-07:00,2023-05-12,2023-05-13 03:57:26 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-13 04:52:04 UTC,2023-05-15 23:12:39 UTC,research,,https://www.inaturalist.org/observations/161350242,https://static.inaturalist.org/photos/278888487/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.5482371299,-116.8423141371,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161350323,dcd30e84-f867-45f4-927a-0283613bc35a,2023-05-12 20:51:39-07:00,2023-05-12,2023-05-13 03:51:39 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-13 04:53:05 UTC,2023-06-30 16:40:55 UTC,research,,https://www.inaturalist.org/observations/161350323,https://static.inaturalist.org/photos/278888637/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.4479239432,-116.8641200383,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161350489,afcad161-5f0e-4f89-bf11-fc36cff9be7b,2023-05-12 20:41:08-07:00,2023-05-12,2023-05-13 03:41:08 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-13 04:55:43 UTC,2023-05-15 23:11:47 UTC,research,,https://www.inaturalist.org/observations/161350489,https://static.inaturalist.org/photos/278889121/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.5216037873,-116.8053902646,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161359395,464f6cea-c8b3-4f00-bf72-db5348bcb0ff,2023-05-01 20:45:04-07:00,2023-05-01,2023-05-02 03:45:04 UTC,Tijuana,2611361,carolinamorasandoval,Carolina Mora Sandoval,2023-05-13 07:03:18 UTC,2023-06-30 18:56:55 UTC,research,,https://www.inaturalist.org/observations/161359395,https://static.inaturalist.org/photos/295386799/medium.jpg,,"","",1,0,false,3,"Ensenada, Baja California, MX",30.9738232749,-115.7447293171,24,,,,24,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161359529,1d9b59ab-4a34-47ed-96ef-a29c8f40f13a,2023-04-30 20:31:51-07:00,2023-04-30,2023-05-01 03:31:51 UTC,Tijuana,2611361,carolinamorasandoval,Carolina Mora Sandoval,2023-05-13 07:05:17 UTC,2023-05-13 07:14:07 UTC,research,,https://www.inaturalist.org/observations/161359529,https://static.inaturalist.org/photos/278906152/medium.jpg,,"","",1,0,false,3,"Ensenada, Baja California, MX",30.971905,-115.7422633333,4,,,,4,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
161451278,f9cffc1d-5572-439e-a94d-19665cef6ca7,2023-04-30 20:31:46-07:00,2023-04-30,2023-05-01 03:31:46 UTC,Tijuana,2611361,carolinamorasandoval,Carolina Mora Sandoval,2023-05-13 18:23:01 UTC,2023-05-18 18:54:56 UTC,research,,https://www.inaturalist.org/observations/161451278,https://static.inaturalist.org/photos/279063954/medium.jpg,,"","",1,0,false,3,"Ensenada, Baja California, MX",30.9718966667,-115.7422633333,4,,,,4,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162022276,d153ec19-e328-4c58-abab-2818fa941bae,2023-05-16 11:08:35-07:00,2023-05-16,2023-05-16 18:08:35 UTC,Tijuana,4087357,eluna25,Elisa Luna,2023-05-16 19:37:01 UTC,2024-04-25 01:04:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162022276,https://inaturalist-open-data.s3.amazonaws.com/photos/280107490/medium.jpg,,"","",3,0,false,3,"Tecate, Baja California, MX",32.3387033333,-116.5014583333,7,,,,7,,open,false,,,,Tecate,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162022640,0e5a0619-d3f8-47eb-8c37-d71794402b67,2023-05-16 11:07:19-07:00,2023-05-16,2023-05-16 18:07:19 UTC,Tijuana,4087357,eluna25,Elisa Luna,2023-05-16 19:38:42 UTC,2023-08-30 22:54:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162022640,https://inaturalist-open-data.s3.amazonaws.com/photos/280108081/medium.jpg,,"","",2,0,false,3,"Tecate, Baja California, MX",32.3387116667,-116.5012883333,8,,,,8,,open,false,,,,Tecate,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162023059,3b0ec6dd-0e74-429a-9bb5-adb3444f57be,2023-05-15 21:58:41-07:00,2023-05-15,2023-05-16 04:58:41 UTC,Tijuana,4087357,eluna25,Elisa Luna,2023-05-16 19:41:29 UTC,2023-08-30 22:56:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162023059,https://inaturalist-open-data.s3.amazonaws.com/photos/280109027/medium.jpg,,"","",2,0,false,3,"Tecate, Baja California, MX",32.3464083333,-116.4714133333,15,,,,15,,open,false,,,,Tecate,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162023323,b28e5a3c-ba1a-45db-9331-96f7c8a75fa5,2023-05-15 19:49:34-07:00,2023-05-15,2023-05-16 02:49:34 UTC,Tijuana,4087357,eluna25,Elisa Luna,2023-05-16 19:42:49 UTC,2024-04-25 01:04:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162023323,https://inaturalist-open-data.s3.amazonaws.com/photos/280109478/medium.jpg,,"","",3,0,false,3,"Tecate, Baja California, MX",32.344825,-116.4589916667,11,,,,11,,open,false,,,,Tecate,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162500001,e5f12cf3-13fa-470e-853e-5c35de9172c8,2023-05-18 21:37:27-07:00,2023-05-18,2023-05-19 04:37:27 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-19 16:22:29 UTC,2023-05-19 16:30:58 UTC,research,,https://www.inaturalist.org/observations/162500001,https://static.inaturalist.org/photos/280983781/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.4350276497,-116.9373216683,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162500187,4dc20641-507d-453b-84f0-5b7d175169a0,2023-05-18 21:36:25-07:00,2023-05-18,2023-05-19 04:36:25 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-19 16:23:11 UTC,2023-05-19 16:51:59 UTC,research,,https://www.inaturalist.org/observations/162500187,https://static.inaturalist.org/photos/280983980/medium.jpg,,"","",2,0,false,3,"Cleveland National Forest, US-CA, US",33.4101170914,-116.9232355151,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162500383,364014d7-cba7-41a9-a637-6f38f96f5ca5,2023-05-18 21:29:50-07:00,2023-05-18,2023-05-19 04:29:50 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-19 16:24:11 UTC,2023-06-30 16:40:24 UTC,research,,https://www.inaturalist.org/observations/162500383,https://static.inaturalist.org/photos/280984308/medium.jpg,,"","",1,0,false,3,"California, US",33.5308721265,-116.9370034068,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162500504,0731603b-3101-464b-9064-d3d6eec725f6,2023-05-18 21:05:46-07:00,2023-05-18,2023-05-19 04:05:46 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-05-19 16:24:57 UTC,2023-05-19 16:29:45 UTC,research,,https://www.inaturalist.org/observations/162500504,https://static.inaturalist.org/photos/280984538/medium.jpg,,"","",1,0,false,3,"California, US",33.5414412302,-116.9935202491,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162567056,71b7426d-d0b7-4756-944a-87e9958adecf,2023-05-16 20:27:55-07:00,2023-05-16,2023-05-17 03:27:55 UTC,Tijuana,4087357,eluna25,Elisa Luna,2023-05-19 23:16:32 UTC,2024-04-25 01:00:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162567056,https://inaturalist-open-data.s3.amazonaws.com/photos/281104325/medium.jpg,,"","",3,0,false,3,"Tecate, Baja California, MX",32.4613883333,-116.5053783333,54,,,,54,,open,false,,,,Tecate,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162920117,9e452d65-c7a6-457a-bf4b-18f256ea02ab,2023-05-18 18:53:12-07:00,2023-05-18,2023-05-19 01:53:12 UTC,Tijuana,4087357,eluna25,Elisa Luna,2023-05-21 16:38:04 UTC,2024-04-25 01:00:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162920117,https://inaturalist-open-data.s3.amazonaws.com/photos/281736735/medium.jpg,,"","",2,0,false,3,"Ensenada, Baja California, MX",32.1032945,-116.4246666667,14,,,,14,,open,false,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
162922759,6e04ecc5-ced3-4293-9588-98d86e5ff59b,2023-05-16 20:46:22-07:00,2023-05-16,2023-05-17 03:46:22 UTC,Tijuana,4087357,eluna25,Elisa Luna,2023-05-21 16:48:29 UTC,2024-04-25 01:02:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162922759,https://inaturalist-open-data.s3.amazonaws.com/photos/281741157/medium.jpg,,"","",3,0,false,3,"Tecate, Baja California, MX",32.461505,-116.506255,4,,,,4,,open,false,,,,Tecate,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
163555139,d25f19cc-1982-49d8-a8c6-d08a3de3784f,2023-05-18 19:29:00-07:00,2023-05-18,2023-05-19 02:29:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2023-05-24 22:08:28 UTC,2024-04-25 00:59:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/163555139,https://inaturalist-open-data.s3.amazonaws.com/photos/282893251/medium.jpg,,"",DOR,2,0,false,3,"Ensenada, MX-BN, MX",32.1032111667,-116.4244916667,31,,,,31,,open,false,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
163574831,bae79249-2b75-4c56-8938-58ec4e896dfe,2023/05/23 9:11 PM,2023-05-23,2023-05-24 04:11:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2023-05-25 00:40:07 UTC,2024-04-25 00:59:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/163574831,https://inaturalist-open-data.s3.amazonaws.com/photos/282930257/medium.jpeg,,"",,2,0,false,,"Ensenada, B.C., México",32.0786472222,-116.0646444444,9,,,,9,,open,false,,,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
165438819,73ded13c-3df8-4b0a-97eb-9a7a5447ff70,2023-06-03 09:07:27,2023-06-03,2023-06-03 16:07:27 UTC,Tijuana,382312,dmariana,Mariana Delgado-Fernández,2023-06-04 03:39:25 UTC,2024-04-25 00:54:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/165438819,https://inaturalist-open-data.s3.amazonaws.com/photos/286383061/medium.jpeg,,"",,2,0,false,2,"22771 B.C., México",32.2164739722,-115.9769909722,,,,,,,open,false,gps,gps,,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
166133534,5a568139-c34b-449c-9649-87738044c2ce,2023-06-07 10:11:32-07:00,2023-06-07,2023-06-07 17:11:32 UTC,Pacific Time (US & Canada),826106,gkenney,"",2023-06-07 20:49:07 UTC,2023-07-17 23:53:13 UTC,research,,https://www.inaturalist.org/observations/166133534,https://static.inaturalist.org/photos/287660971/medium.jpg,,"","",1,0,false,3,"California, US",33.5661294857,-117.5374489802,5,,,,28957,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
166192371,96e0d710-73f4-4c59-807e-7ab5a7932796,2023-06-02 14:27:24-07:00,2023-06-02,2023-06-02 21:27:24 UTC,Pacific Time (US & Canada),1181960,daniellemccauley,,2023-06-08 04:48:20 UTC,2023-07-17 23:53:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/166192371,https://inaturalist-open-data.s3.amazonaws.com/photos/287771735/medium.jpg,,"",Arroyo toad tadpole (10 mm),1,0,false,3,"Santa Barbara County, US-CA, US",34.485574499,-119.5947743028,4,,,,28818,,obscured,true,,,,Santa Barbara,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
166192824,e40151e8-3ae1-4617-a9ee-fe8db61d07e1,2023-06-07 21:12:15-07:00,2023-06-07,2023-06-08 04:12:15 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2023-06-08 04:54:43 UTC,2025-02-05 21:38:21 UTC,research,,https://www.inaturalist.org/observations/166192824,https://static.inaturalist.org/photos/287772499/medium.jpg,,"","",1,0,false,3,"Cleveland National Forest, US-CA, US",33.5481419248,-116.8964434455,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
166339471,71b07cbf-724b-4d64-a301-ae6b10c94533,2023-06-05 18:40:01,2023-06-05,2023-06-06 01:40:01 UTC,Tijuana,71758,andrea_navarro20,Andrea Navarro,2023-06-09 00:51:04 UTC,2023-08-31 18:40:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/166339471,https://inaturalist-open-data.s3.amazonaws.com/photos/288041214/medium.jpeg,,"",,3,1,false,2,"22760 B.C., México",31.9216829914,-116.7260127515,580,,,,580,,open,false,gps,gps,Prueba1,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
166977966,732e45bf-6de6-48b1-83c5-452e4ceccb8b,2023-06-11 20:50:15-07:00,2023-06-11,2023-06-12 03:50:15 UTC,Pacific Time (US & Canada),2677693,coolpapa1,,2023-06-12 08:23:33 UTC,2024-02-25 05:02:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/166977966,https://inaturalist-open-data.s3.amazonaws.com/photos/289206977/medium.jpg,,"","",1,0,false,3,,,,4,,,,29012,private,obscured,true,,,,,,,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
166978533,1fac08ae-2d19-48ae-bce2-8ca146b9b4f8,2023-06-11 20:48:23-07:00,2023-06-11,2023-06-12 03:48:23 UTC,Pacific Time (US & Canada),2677693,coolpapa1,,2023-06-12 08:30:40 UTC,2024-02-27 23:48:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/166978533,https://inaturalist-open-data.s3.amazonaws.com/photos/289208125/medium.jpg,,"",This little arroyo jumped through some water before I could take its picture and jumped into sand.  Hard to identify now if your not able to see.  From my observation it’s a Arroyo.  ,1,0,false,3,,,,4,,,,29012,private,obscured,true,,,,,,,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
167576097,e693533e-93ce-4428-b747-3794acde25de,2023-06-13 10:05:52-07:00,2023-06-13,2023-06-13 17:05:52 UTC,Tijuana,1519191,cesarguerrero1,Cesar Guerrero,2023-06-15 19:06:15 UTC,2023-06-16 16:59:34 UTC,research,,https://www.inaturalist.org/observations/167576097,https://static.inaturalist.org/photos/290310456/medium.jpg,,"","",1,0,false,3,"Ensenada, MX-BN, MX",31.0152370089,-115.6147987236,4,,,,4,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
170062935,db05ff86-b646-432a-ae75-315e49da240b,2023-04-06 12:23:05,2023-04-06,2023-04-06 19:23:05 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2023-06-29 04:20:06 UTC,2024-04-25 00:59:04 UTC,research,,https://www.inaturalist.org/observations/170062935,https://static.inaturalist.org/photos/294909999/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",30.9986400409,-115.6769907287,,,,,29304,obscured,open,true,gps,gps,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
170064808,d4145be2-33e8-45bf-8719-55ed8d8082f4,2023-04-06 20:34:30,2023-04-06,2023-04-07 03:34:30 UTC,Tijuana,935806,bootgoofin,Lupita Solano,2023-06-29 04:44:51 UTC,2024-04-25 00:58:47 UTC,research,,https://www.inaturalist.org/observations/170064808,https://static.inaturalist.org/photos/294914265/medium.jpeg,,"",,1,0,false,2,"Ensenada, MX-BN, MX",30.8877056373,-115.6973892946,,,,,29304,obscured,open,true,gps,gps,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
